day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-2;4800;INTARIAN_PEPPER_ROOT;9989;9;9987;17;;;10000;9;10003;17;;;9994.9;0.0
-2;4900;ASH_COATED_OSMIUM;9997;15;9995;22;;;10013;15;10016;22;;;10005.0;0.0
-2;4900;INTARIAN_PEPPER_ROOT;9987;24;;;;;10000;9;10003;24;;;9993.7;0.0
-2;5000;INTARIAN_PEPPER_ROOT;9989;9;;;;;10001;9;;;;;9995.0;0.0
-2;5000;ASH_COATED_OSMIUM;9997;15;9994;20;;;10013;15;10015;20;;;10005.0;0.0
-2;5100;ASH_COATED_OSMIUM;9997;11;9994;29;;;10013;11;10015;29;;;10005.0;0.0
-2;5100;INTARIAN_PEPPER_ROOT;9990;10;9987;21;;;9997;7;10001;10;10003;21;9993.3;0.0
-2;5200;ASH_COATED_OSMIUM;9994;25;;;;;10013;12;10015;25;;;10003.5;0.0
-2;5200;INTARIAN_PEPPER_ROOT;9990;11;9987;15;;;9992;5;10001;11;10003;15;9990.6;0.0
-2;5300;ASH_COATED_OSMIUM;10002;4;9994;22;;;10012;15;10015;22;;;10007.0;0.0
-2;5300;INTARIAN_PEPPER_ROOT;9989;11;9986;24;;;10000;11;10002;24;;;9994.9;0.0
-2;5400;INTARIAN_PEPPER_ROOT;9989;9;;;;;10000;9;;;;;9994.7;0.0
-2;5400;ASH_COATED_OSMIUM;9994;29;;;;;10013;15;;;;;10003.5;0.0
-2;5500;ASH_COATED_OSMIUM;9996;13;9994;28;;;10012;13;10015;28;;;10004.0;0.0
-2;5500;INTARIAN_PEPPER_ROOT;9986;24;;;;;10000;10;;;;;9993.0;0.0
-2;5600;ASH_COATED_OSMIUM;9996;15;;;;;;;;;;;9996.0;0.0
-2;5600;INTARIAN_PEPPER_ROOT;9989;10;;;;;10000;10;10003;19;;;9994.3;0.0
-2;5700;INTARIAN_PEPPER_ROOT;9989;9;9987;21;;;10000;9;10003;21;;;9994.1;0.0
-2;5700;ASH_COATED_OSMIUM;9996;12;9993;29;;;10012;12;;;;;10004.0;0.0
-2;5800;INTARIAN_PEPPER_ROOT;9988;10;;;;;;;;;;;9988.4;0.0
-2;5800;ASH_COATED_OSMIUM;10001;5;9996;15;9993;26;10012;15;10014;26;;;10006.5;0.0
-2;5900;INTARIAN_PEPPER_ROOT;9988;12;9986;20;;;9999;12;10002;20;;;9993.7;0.0
-2;5900;ASH_COATED_OSMIUM;9996;13;9994;28;;;10015;28;;;;;10005.5;0.0
-2;6000;ASH_COATED_OSMIUM;9996;10;9994;21;;;10006;2;10012;10;10015;21;10001.0;0.0
-2;6000;INTARIAN_PEPPER_ROOT;9986;23;;;;;10000;12;10002;23;;;9993.0;0.0
-2;6100;INTARIAN_PEPPER_ROOT;9989;12;;;;;10000;12;10002;17;;;9994.3;0.0
-2;6100;ASH_COATED_OSMIUM;9997;11;9994;26;;;10013;11;10015;26;;;10005.0;0.0
-2;6200;INTARIAN_PEPPER_ROOT;9989;8;9986;18;;;10000;8;10002;18;;;9994.1;0.0
-2;6200;ASH_COATED_OSMIUM;9997;12;9994;23;;;10013;12;10015;23;;;10005.0;0.0
-2;6300;INTARIAN_PEPPER_ROOT;9988;12;9985;17;;;9999;12;10001;17;;;9993.9;0.0
-2;6300;ASH_COATED_OSMIUM;9996;13;9993;26;;;10012;13;10014;26;;;10004.0;0.0
-2;6400;ASH_COATED_OSMIUM;9996;13;9993;26;;;10012;13;10014;26;;;10004.0;0.0
-2;6400;INTARIAN_PEPPER_ROOT;9988;8;;;;;9999;8;10001;23;;;9993.7;0.0
-2;6500;INTARIAN_PEPPER_ROOT;9988;10;9985;19;;;9999;10;10002;19;;;9993.5;0.0
-2;6500;ASH_COATED_OSMIUM;9993;21;;;;;;;;;;;9993.0;0.0
-2;6600;INTARIAN_PEPPER_ROOT;9986;21;;;;;9999;8;10002;21;;;9992.3;0.0
-2;6600;ASH_COATED_OSMIUM;9996;13;9993;23;;;10012;13;10014;23;;;10004.0;0.0
-2;6700;ASH_COATED_OSMIUM;9996;14;9993;27;;;10012;14;10014;27;;;10004.0;0.0
-2;6700;INTARIAN_PEPPER_ROOT;;;;;;;9999;8;10002;20;;;9998.6;0.0
-2;6800;ASH_COATED_OSMIUM;9996;14;9993;23;;;10012;14;10014;23;;;10004.0;0.0
-2;6800;INTARIAN_PEPPER_ROOT;9987;8;9985;21;;;9998;8;10001;21;;;9992.9;0.0
-2;6900;ASH_COATED_OSMIUM;9995;13;9993;28;;;10014;28;;;;;10004.5;0.0
-2;6900;INTARIAN_PEPPER_ROOT;9987;12;9985;15;;;9998;12;10001;15;;;9992.7;0.0
-2;7000;INTARIAN_PEPPER_ROOT;9987;12;;;;;9999;12;10001;25;;;9993.0;0.0
-2;7000;ASH_COATED_OSMIUM;9995;14;9993;24;;;10011;14;;;;;10003.0;0.0
-2;7100;ASH_COATED_OSMIUM;9995;11;9993;26;;;10011;11;;;;;10003.0;0.0
-2;7100;INTARIAN_PEPPER_ROOT;9988;11;9985;17;;;9999;11;10001;17;;;9993.3;0.0
-2;7200;ASH_COATED_OSMIUM;9993;26;;;;;10012;14;10014;26;;;10002.5;0.0
-2;7200;INTARIAN_PEPPER_ROOT;9988;9;9985;20;;;9999;9;10001;20;;;9993.1;0.0
-2;7300;ASH_COATED_OSMIUM;9996;11;9993;27;;;10012;11;10014;27;;;10004.0;0.0
-2;7300;INTARIAN_PEPPER_ROOT;9987;8;9984;23;;;9998;8;10000;23;;;9992.9;0.0
-2;7400;INTARIAN_PEPPER_ROOT;9987;10;9984;24;;;10000;24;;;;;9993.7;0.0
-2;7400;ASH_COATED_OSMIUM;9996;11;9994;28;;;10012;11;10015;28;;;10004.0;0.0
-2;7500;ASH_COATED_OSMIUM;9997;10;;;;;10013;10;;;;;10005.0;0.0
-2;7500;INTARIAN_PEPPER_ROOT;;;;;;;9998;8;10001;24;;;9998.0;0.0
-2;7600;ASH_COATED_OSMIUM;9997;13;9994;28;;;10015;28;;;;;10006.0;0.0
-2;7600;INTARIAN_PEPPER_ROOT;9987;8;9985;18;;;9998;8;10001;18;;;9992.3;0.0
-2;7700;ASH_COATED_OSMIUM;9994;25;;;;;10013;13;10015;25;;;10003.5;0.0
-2;7700;INTARIAN_PEPPER_ROOT;9987;8;9985;22;;;9998;8;10001;22;;;9992.1;0.0
-2;7800;INTARIAN_PEPPER_ROOT;9986;8;9984;18;;;9997;8;10000;18;;;9991.9;0.0
-2;7800;ASH_COATED_OSMIUM;10002;4;9996;14;9994;21;10015;21;;;;;10008.5;0.0
-2;7900;ASH_COATED_OSMIUM;9996;13;;;;;10012;13;;;;;10004.0;0.0
-2;7900;INTARIAN_PEPPER_ROOT;9986;10;9984;18;;;9997;10;10000;18;;;9991.7;0.0
-2;8000;ASH_COATED_OSMIUM;10006;6;9994;23;;;10013;15;10015;23;;;10009.5;0.0
-2;8000;INTARIAN_PEPPER_ROOT;;;;;;;9998;8;10000;25;;;9998.0;0.0
-2;8100;ASH_COATED_OSMIUM;9997;15;9994;20;;;10013;15;;;;;10005.0;0.0
-2;8100;INTARIAN_PEPPER_ROOT;9984;20;;;;;9998;12;10000;20;;;9990.8;0.0
-2;8200;ASH_COATED_OSMIUM;9994;30;;;;;10015;30;;;;;10004.5;0.0
-2;8200;INTARIAN_PEPPER_ROOT;9987;8;9984;24;;;9998;8;10000;24;;;9992.1;0.0
-2;8300;INTARIAN_PEPPER_ROOT;9986;8;9983;17;;;9997;8;9999;17;;;9991.9;0.0
-2;8300;ASH_COATED_OSMIUM;9997;14;9994;27;;;10015;27;;;;;10006.0;0.0
-2;8400;ASH_COATED_OSMIUM;9997;10;9994;25;;;10013;10;10015;25;;;10005.0;0.0
-2;8400;INTARIAN_PEPPER_ROOT;9986;9;9983;15;;;9997;9;9999;15;;;9991.7;0.0
-2;8500;ASH_COATED_OSMIUM;9997;12;9995;23;;;10013;12;10016;23;;;10005.0;0.0
-2;8500;INTARIAN_PEPPER_ROOT;9986;8;9983;21;;;9997;8;;;;;9991.5;0.0
-2;8600;ASH_COATED_OSMIUM;9995;27;;;;;10013;13;10016;27;;;10004.0;0.0
-2;8600;INTARIAN_PEPPER_ROOT;9986;10;9984;25;;;10000;25;;;;;9992.8;0.0
-2;8700;INTARIAN_PEPPER_ROOT;9986;11;;;;;9997;11;;;;;9991.1;0.0
-2;8700;ASH_COATED_OSMIUM;9997;10;9995;22;;;10013;10;10016;22;;;10005.0;0.0
-2;8800;ASH_COATED_OSMIUM;9997;13;9995;20;;;10013;13;;;;;10005.0;0.0
-2;8800;INTARIAN_PEPPER_ROOT;9985;12;9983;19;;;9996;12;9999;19;;;9990.9;0.0
-2;8900;ASH_COATED_OSMIUM;10003;2;9997;12;;;10013;12;10016;26;;;10008.0;0.0
-2;8900;INTARIAN_PEPPER_ROOT;9985;11;;;;;9996;11;;;;;9990.7;0.0
-2;9000;INTARIAN_PEPPER_ROOT;9985;11;9983;20;;;;;;;;;9985.0;0.0
-2;9000;ASH_COATED_OSMIUM;9998;10;9995;29;;;10014;10;10016;29;;;10006.0;0.0
-2;9100;INTARIAN_PEPPER_ROOT;9986;9;9983;18;;;9997;9;9999;18;;;9991.3;0.0
-2;9100;ASH_COATED_OSMIUM;9996;24;;;;;10017;24;;;;;10006.5;0.0
-2;9200;INTARIAN_PEPPER_ROOT;9986;10;9983;20;;;9999;20;;;;;9992.1;0.0
-2;9200;ASH_COATED_OSMIUM;9998;10;9996;28;;;10014;10;;;;;10006.0;0.0
-2;9300;ASH_COATED_OSMIUM;9998;11;9995;26;;;10014;11;10016;26;;;10006.0;0.0
-2;9300;INTARIAN_PEPPER_ROOT;9985;10;9982;15;;;9996;10;9998;15;;;9990.9;0.0
-2;9400;ASH_COATED_OSMIUM;9996;25;;;;;10015;11;10017;25;;;10005.5;0.0
-2;9400;INTARIAN_PEPPER_ROOT;9985;9;9982;19;;;;;;;;;9985.2;0.0
-2;9500;INTARIAN_PEPPER_ROOT;9982;16;;;;;9996;10;9999;16;;;9989.0;0.0
-2;9500;ASH_COATED_OSMIUM;9999;12;9996;23;;;10015;12;10017;23;;;10007.0;0.0
-2;9600;ASH_COATED_OSMIUM;9999;10;9997;29;;;10015;10;10018;29;;;10007.0;0.0
-2;9600;INTARIAN_PEPPER_ROOT;9983;20;;;;;9996;9;9999;20;;;9989.3;0.0
-2;9700;ASH_COATED_OSMIUM;10000;13;9997;28;;;10016;13;10018;28;;;10008.0;0.0
-2;9700;INTARIAN_PEPPER_ROOT;9985;9;9983;25;;;9996;9;9999;25;;;9990.1;0.0
-2;9800;ASH_COATED_OSMIUM;10000;15;9997;23;;;10016;15;10018;23;;;10008.0;0.0
-2;9800;INTARIAN_PEPPER_ROOT;9984;9;9982;21;;;9995;9;9998;21;;;9989.9;0.0
-2;9900;INTARIAN_PEPPER_ROOT;;;;;;;9995;8;;;;;9995.2;0.0
-2;9900;ASH_COATED_OSMIUM;10000;14;9998;25;;;10016;14;10019;25;;;10008.0;0.0
-2;10000;INTARIAN_PEPPER_ROOT;9984;8;9982;24;;;9996;8;9998;24;;;9990.0;0.0
-2;10000;ASH_COATED_OSMIUM;9997;30;;;;;10016;11;10018;30;;;10006.5;0.0
-2;10100;ASH_COATED_OSMIUM;10000;10;;;;;10016;10;10019;25;;;10008.0;0.0
-2;10100;INTARIAN_PEPPER_ROOT;9985;8;9982;16;;;9996;8;9998;16;;;9990.3;0.0
-2;10200;INTARIAN_PEPPER_ROOT;9985;11;;;;;9996;11;9998;17;;;9990.1;0.0
-2;10200;ASH_COATED_OSMIUM;10000;13;9998;29;;;10016;13;10019;29;;;10008.0;0.0
-2;10300;INTARIAN_PEPPER_ROOT;9984;9;9981;16;;;9997;16;;;;;9990.9;0.0
-2;10300;ASH_COATED_OSMIUM;10001;13;9998;23;;;10017;13;10019;23;;;10009.0;0.0
-2;10400;INTARIAN_PEPPER_ROOT;9987;11;9984;9;;;9995;9;9997;16;;;9991.2;0.0
-2;10400;ASH_COATED_OSMIUM;10007;5;10001;10;;;10017;10;10020;22;;;10012.0;0.0
-2;10500;ASH_COATED_OSMIUM;10002;10;9999;20;;;10018;10;10020;20;;;10010.0;0.0
-2;10500;INTARIAN_PEPPER_ROOT;9992;5;9984;9;9981;22;9995;9;9998;22;;;9993.5;0.0
-2;10600;INTARIAN_PEPPER_ROOT;9984;9;9982;22;;;9995;9;9998;22;;;9989.3;0.0
-2;10600;ASH_COATED_OSMIUM;10001;13;9999;29;;;10020;29;;;;;10010.5;0.0
-2;10700;INTARIAN_PEPPER_ROOT;9984;12;;;;;9995;12;9998;18;;;9989.1;0.0
-2;10700;ASH_COATED_OSMIUM;9998;29;;;;;10016;14;10019;29;;;10007.0;0.0
-2;10800;INTARIAN_PEPPER_ROOT;9983;12;9981;21;;;9997;21;;;;;9990.4;0.0
-2;10800;ASH_COATED_OSMIUM;10000;11;9998;22;;;10016;11;10019;22;;;10008.0;0.0
-2;10900;ASH_COATED_OSMIUM;10001;15;9998;21;;;10019;21;;;;;10010.0;0.0
-2;10900;INTARIAN_PEPPER_ROOT;9983;11;9981;22;;;9997;22;;;;;9990.2;0.0
-2;11000;INTARIAN_PEPPER_ROOT;9983;9;9981;17;;;9995;9;;;;;9989.0;0.0
-2;11000;ASH_COATED_OSMIUM;10001;13;9998;27;;;10017;13;10019;27;;;10009.0;0.0
-2;11100;INTARIAN_PEPPER_ROOT;9984;12;9981;15;;;9995;12;9997;15;;;9989.3;0.0
-2;11100;ASH_COATED_OSMIUM;10001;11;;;;;10017;11;10019;29;;;10009.0;0.0
-2;11200;INTARIAN_PEPPER_ROOT;9984;8;;;;;9995;8;;;;;9989.1;0.0
-2;11200;ASH_COATED_OSMIUM;10001;10;9998;20;;;10017;10;10019;20;;;10009.0;0.0
-2;11300;INTARIAN_PEPPER_ROOT;9983;10;9980;21;;;9985;3;9994;10;9996;21;9984.4;0.0
-2;11300;ASH_COATED_OSMIUM;10000;12;9998;21;;;10016;12;10019;21;;;10008.0;0.0
-2;11400;ASH_COATED_OSMIUM;10000;12;9998;30;;;10016;12;10019;30;;;10008.0;0.0
-2;11400;INTARIAN_PEPPER_ROOT;9983;12;;;;;9996;15;;;;;9989.7;0.0
-2;11500;INTARIAN_PEPPER_ROOT;9983;8;9980;23;;;9994;8;9997;23;;;9988.5;0.0
-2;11500;ASH_COATED_OSMIUM;10001;13;9998;24;;;10019;24;;;;;10010.0;0.0
-2;11600;INTARIAN_PEPPER_ROOT;9983;9;9981;21;;;9994;9;9997;21;;;9988.3;0.0
-2;11600;ASH_COATED_OSMIUM;10006;5;;;;;10017;12;10019;30;;;10011.5;0.0
-2;11700;INTARIAN_PEPPER_ROOT;9983;10;;;;;9994;10;9997;19;;;9988.1;0.0
-2;11700;ASH_COATED_OSMIUM;;;;;;;10016;13;;;;;10016.0;0.0
-2;11800;ASH_COATED_OSMIUM;10000;10;9998;29;;;10016;10;10019;29;;;10008.0;0.0
-2;11800;INTARIAN_PEPPER_ROOT;9982;8;9980;21;;;9993;8;9996;21;;;9987.9;0.0
-2;11900;INTARIAN_PEPPER_ROOT;9985;12;9982;8;;;9993;8;9996;21;;;9989.2;0.0
-2;11900;ASH_COATED_OSMIUM;10000;14;9998;22;;;10016;14;10019;22;;;10008.0;0.0
-2;12000;INTARIAN_PEPPER_ROOT;9982;9;;;;;9994;9;9996;20;;;9988.0;0.0
-2;12000;ASH_COATED_OSMIUM;9997;28;;;;;10016;13;10018;28;;;10006.5;0.0
-2;12100;INTARIAN_PEPPER_ROOT;9983;11;9980;21;;;9994;11;;;;;9988.3;0.0
-2;12100;ASH_COATED_OSMIUM;9998;21;;;;;10019;21;;;;;10008.5;0.0
-2;12200;ASH_COATED_OSMIUM;10000;13;;;;;10016;13;10019;23;;;10008.0;0.0
-2;12200;INTARIAN_PEPPER_ROOT;9983;9;9980;21;;;9994;9;;;;;9988.1;0.0
-2;12300;INTARIAN_PEPPER_ROOT;9982;11;9979;18;;;9993;11;;;;;9987.9;0.0
-2;12300;ASH_COATED_OSMIUM;10000;11;;;;;10016;11;;;;;10008.0;0.0
-2;12400;INTARIAN_PEPPER_ROOT;9979;24;;;;;9993;12;9995;24;;;9986.2;0.0
-2;12400;ASH_COATED_OSMIUM;10006;2;10000;15;9998;25;10016;15;10019;25;;;10011.0;0.0
-2;12500;INTARIAN_PEPPER_ROOT;;;;;;;9993;11;9996;23;;;9993.0;0.0
-2;12500;ASH_COATED_OSMIUM;10000;13;9998;28;;;10019;28;;;;;10009.5;0.0
-2;12600;ASH_COATED_OSMIUM;10000;15;;;;;10019;26;;;;;10009.5;0.0
-2;12600;INTARIAN_PEPPER_ROOT;9982;12;9980;16;;;9993;12;9996;16;;;9987.3;0.0
-2;12700;ASH_COATED_OSMIUM;10000;13;9998;22;;;10016;13;10019;22;;;10008.0;0.0
-2;12700;INTARIAN_PEPPER_ROOT;;;;;;;9993;12;;;;;9992.6;0.0
-2;12800;INTARIAN_PEPPER_ROOT;9981;12;9979;17;;;9992;12;9995;17;;;9986.9;0.0
-2;12800;ASH_COATED_OSMIUM;10001;14;9998;20;;;10017;14;10019;20;;;10009.0;0.0
-2;12900;ASH_COATED_OSMIUM;10001;10;9999;20;;;;;;;;;10001.0;0.0
