timestamp,product,side,quote_price,quoted_qty,server_fv,edge_at_quote,filled_qty,fill_price,markout_h1,markout_h5,markout_h20,markout_h50
1200,ASH_COATED_OSMIUM,ask,10005,5,10001.009765625,3.990234375,0,,3.9619140625,4.8642578125,3.5458984375,4.19921875
1300,ASH_COATED_OSMIUM,bid,9999,5,10001.0380859375,2.0380859375,0,,1.83984375,0.98046875,2.4541015625,1.6025390625
1300,ASH_COATED_OSMIUM,ask,10005,5,10001.0380859375,3.9619140625,0,,4.16015625,5.01953125,3.5458984375,4.3974609375
1400,ASH_COATED_OSMIUM,bid,9999,5,10000.83984375,1.83984375,0,,1.48046875,1.4677734375,2.197265625,0.7978515625
1400,ASH_COATED_OSMIUM,ask,10005,5,10000.83984375,4.16015625,0,,4.51953125,4.5322265625,3.802734375,5.2021484375
1500,ASH_COATED_OSMIUM,bid,9998,5,10000.48046875,2.48046875,0,,2.005859375,3.162109375,3.3994140625,2.1298828125
1500,ASH_COATED_OSMIUM,ask,10004,5,10000.48046875,3.51953125,0,,3.994140625,2.837890625,2.6005859375,3.8701171875
1600,ASH_COATED_OSMIUM,bid,9998,5,10000.005859375,2.005859375,0,,2.1357421875,3.17578125,3.3447265625,1.8671875
1600,ASH_COATED_OSMIUM,ask,10004,5,10000.005859375,3.994140625,0,,3.8642578125,2.82421875,2.6552734375,4.1328125
1700,ASH_COATED_OSMIUM,bid,9998,5,10000.1357421875,2.1357421875,0,,1.98046875,3.103515625,3.3232421875,2.0791015625
1700,ASH_COATED_OSMIUM,ask,10004,5,10000.1357421875,3.8642578125,0,,4.01953125,2.896484375,2.6767578125,3.9208984375
1800,ASH_COATED_OSMIUM,bid,9998,5,9999.98046875,1.98046875,0,,2.4677734375,3.1484375,3.482421875,2.2919921875
1800,ASH_COATED_OSMIUM,ask,10004,5,9999.98046875,4.01953125,0,,3.5322265625,2.8515625,2.517578125,3.7080078125
1900,ASH_COATED_OSMIUM,bid,9998,5,10000.4677734375,2.4677734375,0,,3.162109375,3.2763671875,3.287109375,2.43359375
1900,ASH_COATED_OSMIUM,ask,10004,5,10000.4677734375,3.5322265625,0,,2.837890625,2.7236328125,2.712890625,3.56640625
2000,ASH_COATED_OSMIUM,bid,9998,5,10001.162109375,3.162109375,0,,3.17578125,3.4560546875,3.2119140625,2.36328125
2000,ASH_COATED_OSMIUM,ask,10004,5,10001.162109375,2.837890625,0,,2.82421875,2.5439453125,2.7880859375,3.63671875
2100,ASH_COATED_OSMIUM,bid,9998,5,10001.17578125,3.17578125,0,,3.103515625,3.31640625,2.47265625,2.314453125
2100,ASH_COATED_OSMIUM,ask,10004,5,10001.17578125,2.82421875,0,,2.896484375,2.68359375,3.52734375,3.685546875
2200,ASH_COATED_OSMIUM,bid,9998,5,10001.103515625,3.103515625,0,,3.1484375,3.44140625,2.5302734375,2.9443359375
2200,ASH_COATED_OSMIUM,ask,10004,5,10001.103515625,2.896484375,0,,2.8515625,2.55859375,3.4697265625,3.0556640625
2300,ASH_COATED_OSMIUM,bid,9998,5,10001.1484375,3.1484375,0,,3.2763671875,3.4423828125,2.7138671875,2.4658203125
2300,ASH_COATED_OSMIUM,ask,10004,5,10001.1484375,2.8515625,0,,2.7236328125,2.5576171875,3.2861328125,3.5341796875
2400,ASH_COATED_OSMIUM,bid,9998,5,10001.2763671875,3.2763671875,0,,3.4560546875,3.1591796875,2.5380859375,2.802734375
2400,ASH_COATED_OSMIUM,ask,10004,5,10001.2763671875,2.7236328125,0,,2.5439453125,2.8408203125,3.4619140625,3.197265625
2500,ASH_COATED_OSMIUM,bid,9998,5,10001.4560546875,3.4560546875,0,,3.31640625,3.248046875,2.73828125,2.818359375
2500,ASH_COATED_OSMIUM,ask,10004,5,10001.4560546875,2.5439453125,0,,2.68359375,2.751953125,3.26171875,3.181640625
2600,ASH_COATED_OSMIUM,bid,9998,5,10001.31640625,3.31640625,0,,3.44140625,3.5234375,2.7080078125,2.7041015625
2600,ASH_COATED_OSMIUM,ask,10004,5,10001.31640625,2.68359375,0,,2.55859375,2.4765625,3.2919921875,3.2958984375
2700,ASH_COATED_OSMIUM,bid,9998,5,10001.44140625,3.44140625,0,,3.4423828125,3.4541015625,2.576171875,3.1357421875
2700,ASH_COATED_OSMIUM,ask,10004,5,10001.44140625,2.55859375,0,,2.5576171875,2.5458984375,3.423828125,2.8642578125
2800,ASH_COATED_OSMIUM,bid,9998,5,10001.4423828125,3.4423828125,0,,3.1591796875,3.4541015625,2.599609375,2.8564453125
2800,ASH_COATED_OSMIUM,ask,10004,5,10001.4423828125,2.5576171875,0,,2.8408203125,2.5458984375,3.400390625,3.1435546875
2900,ASH_COATED_OSMIUM,bid,9998,5,10001.1591796875,3.1591796875,0,,3.248046875,3.197265625,2.84765625,2.556640625
2900,ASH_COATED_OSMIUM,ask,10004,5,10001.1591796875,2.8408203125,0,,2.751953125,2.802734375,3.15234375,3.443359375
3000,ASH_COATED_OSMIUM,bid,9998,5,10001.248046875,3.248046875,0,,3.5234375,3.3994140625,2.4453125,2.1220703125
3000,ASH_COATED_OSMIUM,ask,10004,5,10001.248046875,2.751953125,0,,2.4765625,2.6005859375,3.5546875,3.8779296875
3100,ASH_COATED_OSMIUM,bid,9998,5,10001.5234375,3.5234375,0,,3.4541015625,3.3447265625,2.7373046875,1.98046875
3100,ASH_COATED_OSMIUM,ask,10004,5,10001.5234375,2.4765625,0,,2.5458984375,2.6552734375,3.2626953125,4.01953125
3200,ASH_COATED_OSMIUM,bid,9998,5,10001.4541015625,3.4541015625,0,,3.4541015625,3.3232421875,2.7890625,1.9599609375
3200,ASH_COATED_OSMIUM,ask,10004,5,10001.4541015625,2.5458984375,0,,2.5458984375,2.6767578125,3.2109375,4.0400390625
3300,ASH_COATED_OSMIUM,bid,9998,5,10001.4541015625,3.4541015625,0,,3.197265625,3.482421875,2.587890625,2.0634765625
3300,ASH_COATED_OSMIUM,ask,10004,5,10001.4541015625,2.5458984375,0,,2.802734375,2.517578125,3.412109375,3.9365234375
3400,ASH_COATED_OSMIUM,ask,10003,6,10001.197265625,1.802734375,6,10003,1.6005859375,1.712890625,2.04296875,2.8310546875
3400,ASH_COATED_OSMIUM,bid,9998,5,10001.197265625,3.197265625,0,,3.3994140625,3.287109375,2.95703125,2.1689453125
3400,ASH_COATED_OSMIUM,ask,10004,5,10001.197265625,2.802734375,0,,2.6005859375,2.712890625,3.04296875,3.8310546875
3500,ASH_COATED_OSMIUM,bid,9998,5,10001.3994140625,3.3994140625,0,,3.3447265625,3.2119140625,3.7060546875,1.8447265625
3500,ASH_COATED_OSMIUM,ask,10004,5,10001.3994140625,2.6005859375,0,,2.6552734375,2.7880859375,2.2939453125,4.1552734375
3600,ASH_COATED_OSMIUM,bid,9998,5,10001.3447265625,3.3447265625,0,,3.3232421875,2.47265625,3.4423828125,1.5380859375
3600,ASH_COATED_OSMIUM,ask,10004,5,10001.3447265625,2.6552734375,0,,2.6767578125,3.52734375,2.5576171875,4.4619140625
3700,ASH_COATED_OSMIUM,bid,9998,5,10001.3232421875,3.3232421875,0,,3.482421875,2.5302734375,3.2939453125,1.4326171875
3700,ASH_COATED_OSMIUM,ask,10004,5,10001.3232421875,2.6767578125,0,,2.517578125,3.4697265625,2.7060546875,4.5673828125
3800,ASH_COATED_OSMIUM,bid,9998,5,10001.482421875,3.482421875,0,,3.287109375,2.7138671875,3.8310546875,1.453125
3800,ASH_COATED_OSMIUM,ask,10004,5,10001.482421875,2.517578125,0,,2.712890625,3.2861328125,2.1689453125,4.546875
3900,ASH_COATED_OSMIUM,bid,9998,5,10001.287109375,3.287109375,0,,3.2119140625,2.5380859375,3.345703125,1.873046875
3900,ASH_COATED_OSMIUM,ask,10004,5,10001.287109375,2.712890625,0,,2.7880859375,3.4619140625,2.654296875,4.126953125
4000,ASH_COATED_OSMIUM,bid,9998,5,10001.2119140625,3.2119140625,0,,2.47265625,2.73828125,2.9248046875,2.33203125
4000,ASH_COATED_OSMIUM,ask,10004,5,10001.2119140625,2.7880859375,0,,3.52734375,3.26171875,3.0751953125,3.66796875
4100,ASH_COATED_OSMIUM,bid,9998,5,10000.47265625,2.47265625,0,,2.5302734375,2.7080078125,2.892578125,2.28125
4100,ASH_COATED_OSMIUM,ask,10004,5,10000.47265625,3.52734375,0,,3.4697265625,3.2919921875,3.107421875,3.71875
4200,ASH_COATED_OSMIUM,bid,9998,5,10000.5302734375,2.5302734375,0,,2.7138671875,2.576171875,2.80078125,2.4384765625
4200,ASH_COATED_OSMIUM,ask,10004,5,10000.5302734375,3.4697265625,0,,3.2861328125,3.423828125,3.19921875,3.5615234375
4300,ASH_COATED_OSMIUM,bid,9998,5,10000.7138671875,2.7138671875,0,,2.5380859375,2.599609375,2.6025390625,1.9775390625
4300,ASH_COATED_OSMIUM,ask,10004,5,10000.7138671875,3.2861328125,0,,3.4619140625,3.400390625,3.3974609375,4.0224609375
4400,ASH_COATED_OSMIUM,bid,9998,5,10000.5380859375,2.5380859375,0,,2.73828125,2.84765625,1.7978515625,2.044921875
4400,ASH_COATED_OSMIUM,ask,10004,5,10000.5380859375,3.4619140625,0,,3.26171875,3.15234375,4.2021484375,3.955078125
4500,ASH_COATED_OSMIUM,bid,9998,5,10000.73828125,2.73828125,0,,2.7080078125,2.4453125,2.1298828125,2.0234375
4500,ASH_COATED_OSMIUM,ask,10004,5,10000.73828125,3.26171875,0,,3.2919921875,3.5546875,3.8701171875,3.9765625
4600,ASH_COATED_OSMIUM,bid,9998,5,10000.7080078125,2.7080078125,0,,2.576171875,2.7373046875,1.8671875,2.986328125
4600,ASH_COATED_OSMIUM,ask,10004,5,10000.7080078125,3.2919921875,0,,3.423828125,3.2626953125,4.1328125,3.013671875
4700,ASH_COATED_OSMIUM,bid,9998,5,10000.576171875,2.576171875,0,,2.599609375,2.7890625,2.0791015625,3.482421875
4700,ASH_COATED_OSMIUM,ask,10004,5,10000.576171875,3.423828125,0,,3.400390625,3.2109375,3.9208984375,2.517578125
4800,ASH_COATED_OSMIUM,bid,9998,5,10000.599609375,2.599609375,0,,2.84765625,2.587890625,2.2919921875,3.7744140625
4800,ASH_COATED_OSMIUM,ask,10004,5,10000.599609375,3.400390625,0,,3.15234375,3.412109375,3.7080078125,2.2255859375
4900,ASH_COATED_OSMIUM,bid,9998,5,10000.84765625,2.84765625,0,,2.4453125,2.95703125,2.43359375,4.3671875
4900,ASH_COATED_OSMIUM,ask,10004,5,10000.84765625,3.15234375,0,,3.5546875,3.04296875,3.56640625,1.6328125
5000,ASH_COATED_OSMIUM,bid,9998,5,10000.4453125,2.4453125,0,,2.7373046875,3.7060546875,2.36328125,4.224609375
5000,ASH_COATED_OSMIUM,ask,10004,5,10000.4453125,3.5546875,0,,3.2626953125,2.2939453125,3.63671875,1.775390625
5100,ASH_COATED_OSMIUM,bid,9998,4,10000.7373046875,2.7373046875,4,9998,2.7890625,3.4423828125,2.314453125,4.2001953125
5100,ASH_COATED_OSMIUM,bid,9997,5,10000.7373046875,3.7373046875,0,,3.7890625,4.4423828125,3.314453125,5.2001953125
5100,ASH_COATED_OSMIUM,ask,10004,5,10000.7373046875,3.2626953125,0,,3.2109375,2.5576171875,3.685546875,1.7998046875
5200,ASH_COATED_OSMIUM,bid,9998,5,10000.7890625,2.7890625,0,,2.587890625,3.2939453125,2.9443359375,4.1298828125
5200,ASH_COATED_OSMIUM,ask,10004,5,10000.7890625,3.2109375,0,,3.412109375,2.7060546875,3.0556640625,1.8701171875
5300,ASH_COATED_OSMIUM,bid,9998,5,10000.587890625,2.587890625,0,,2.95703125,3.8310546875,2.4658203125,4.2861328125
5300,ASH_COATED_OSMIUM,ask,10004,5,10000.587890625,3.412109375,0,,3.04296875,2.1689453125,3.5341796875,1.7138671875
5400,ASH_COATED_OSMIUM,bid,9998,5,10000.95703125,2.95703125,0,,3.7060546875,3.345703125,2.802734375,4.2822265625
5400,ASH_COATED_OSMIUM,ask,10004,5,10000.95703125,3.04296875,0,,2.2939453125,2.654296875,3.197265625,1.7177734375
5500,ASH_COATED_OSMIUM,bid,9998,5,10001.7060546875,3.7060546875,0,,3.4423828125,2.9248046875,2.818359375,4.2734375
5500,ASH_COATED_OSMIUM,ask,10004,5,10001.7060546875,2.2939453125,0,,2.5576171875,3.0751953125,3.181640625,1.7265625
5600,ASH_COATED_OSMIUM,bid,9998,5,10001.4423828125,3.4423828125,0,,3.2939453125,2.892578125,2.7041015625,4.123046875
5600,ASH_COATED_OSMIUM,ask,10004,5,10001.4423828125,2.5576171875,0,,2.7060546875,3.107421875,3.2958984375,1.876953125
5700,ASH_COATED_OSMIUM,bid,9998,5,10001.2939453125,3.2939453125,0,,3.8310546875,2.80078125,3.1357421875,4.0361328125
5700,ASH_COATED_OSMIUM,ask,10004,5,10001.2939453125,2.7060546875,0,,2.1689453125,3.19921875,2.8642578125,1.9638671875
5800,ASH_COATED_OSMIUM,bid,9998,5,10001.8310546875,3.8310546875,0,,3.345703125,2.6025390625,2.8564453125,4.4375
5800,ASH_COATED_OSMIUM,ask,10004,5,10001.8310546875,2.1689453125,0,,2.654296875,3.3974609375,3.1435546875,1.5625
5900,ASH_COATED_OSMIUM,bid,9998,5,10001.345703125,3.345703125,0,,2.9248046875,1.7978515625,2.556640625,4.5546875
5900,ASH_COATED_OSMIUM,ask,10004,5,10001.345703125,2.654296875,0,,3.0751953125,4.2021484375,3.443359375,1.4453125
6000,ASH_COATED_OSMIUM,bid,9998,5,10000.9248046875,2.9248046875,0,,2.892578125,2.1298828125,2.1220703125,4.5693359375
6000,ASH_COATED_OSMIUM,ask,10004,5,10000.9248046875,3.0751953125,0,,3.107421875,3.8701171875,3.8779296875,1.4306640625
6100,ASH_COATED_OSMIUM,bid,9998,5,10000.892578125,2.892578125,0,,2.80078125,1.8671875,1.98046875,4.521484375
6100,ASH_COATED_OSMIUM,ask,10004,5,10000.892578125,3.107421875,0,,3.19921875,4.1328125,4.01953125,1.478515625
6200,ASH_COATED_OSMIUM,bid,9998,5,10000.80078125,2.80078125,0,,2.6025390625,2.0791015625,1.9599609375,4.177734375
6200,ASH_COATED_OSMIUM,ask,10004,5,10000.80078125,3.19921875,0,,3.3974609375,3.9208984375,4.0400390625,1.822265625
6300,ASH_COATED_OSMIUM,bid,9998,5,10000.6025390625,2.6025390625,0,,1.7978515625,2.2919921875,2.0634765625,4.0068359375
6300,ASH_COATED_OSMIUM,ask,10004,5,10000.6025390625,3.3974609375,0,,4.2021484375,3.7080078125,3.9365234375,1.9931640625
6400,ASH_COATED_OSMIUM,bid,9998,5,9999.7978515625,1.7978515625,0,,2.1298828125,2.43359375,2.1689453125,4.1953125
6400,ASH_COATED_OSMIUM,ask,10004,5,9999.7978515625,4.2021484375,0,,3.8701171875,3.56640625,3.8310546875,1.8046875
6500,ASH_COATED_OSMIUM,bid,9998,4,10000.1298828125,2.1298828125,4,9998,1.8671875,2.36328125,1.8447265625,4.0400390625
6500,ASH_COATED_OSMIUM,bid,9997,5,10000.1298828125,3.1298828125,0,,2.8671875,3.36328125,2.8447265625,5.0400390625
6500,ASH_COATED_OSMIUM,ask,10004,5,10000.1298828125,3.8701171875,0,,4.1328125,3.63671875,4.1552734375,1.9599609375
6600,ASH_COATED_OSMIUM,bid,9998,5,9999.8671875,1.8671875,0,,2.0791015625,2.314453125,1.5380859375,4.009765625
6600,ASH_COATED_OSMIUM,ask,10004,5,9999.8671875,4.1328125,0,,3.9208984375,3.685546875,4.4619140625,1.990234375
6700,ASH_COATED_OSMIUM,bid,9998,5,10000.0791015625,2.0791015625,0,,2.2919921875,2.9443359375,1.4326171875,4.4375
6700,ASH_COATED_OSMIUM,ask,10004,5,10000.0791015625,3.9208984375,0,,3.7080078125,3.0556640625,4.5673828125,1.5625
6800,ASH_COATED_OSMIUM,bid,9998,5,10000.2919921875,2.2919921875,0,,2.43359375,2.4658203125,1.453125,3.791015625
6800,ASH_COATED_OSMIUM,ask,10004,5,10000.2919921875,3.7080078125,0,,3.56640625,3.5341796875,4.546875,2.208984375
6900,ASH_COATED_OSMIUM,bid,9998,5,10000.43359375,2.43359375,0,,2.36328125,2.802734375,1.873046875,4.134765625
6900,ASH_COATED_OSMIUM,ask,10004,5,10000.43359375,3.56640625,0,,3.63671875,3.197265625,4.126953125,1.865234375
7000,ASH_COATED_OSMIUM,bid,9998,5,10000.36328125,2.36328125,0,,2.314453125,2.818359375,2.33203125,4.1396484375
7000,ASH_COATED_OSMIUM,ask,10004,5,10000.36328125,3.63671875,0,,3.685546875,3.181640625,3.66796875,1.8603515625
7100,ASH_COATED_OSMIUM,ask,10002,9,10000.314453125,1.685546875,9,10002,1.0556640625,1.2958984375,1.71875,-0.2060546875
7100,ASH_COATED_OSMIUM,bid,9998,5,10000.314453125,2.314453125,0,,2.9443359375,2.7041015625,2.28125,4.2060546875
7100,ASH_COATED_OSMIUM,ask,10004,5,10000.314453125,3.685546875,0,,3.0556640625,3.2958984375,3.71875,1.7939453125
7200,ASH_COATED_OSMIUM,bid,9998,5,10000.9443359375,2.9443359375,0,,2.4658203125,3.1357421875,2.4384765625,4.3369140625
7200,ASH_COATED_OSMIUM,ask,10004,5,10000.9443359375,3.0556640625,0,,3.5341796875,2.8642578125,3.5615234375,1.6630859375
7300,ASH_COATED_OSMIUM,bid,9998,5,10000.4658203125,2.4658203125,0,,2.802734375,2.8564453125,1.9775390625,4.486328125
7300,ASH_COATED_OSMIUM,ask,10004,5,10000.4658203125,3.5341796875,0,,3.197265625,3.1435546875,4.0224609375,1.513671875
7400,ASH_COATED_OSMIUM,bid,9998,5,10000.802734375,2.802734375,0,,2.818359375,2.556640625,2.044921875,4.8779296875
7400,ASH_COATED_OSMIUM,ask,10004,5,10000.802734375,3.197265625,0,,3.181640625,3.443359375,3.955078125,1.1220703125
7500,ASH_COATED_OSMIUM,bid,9998,5,10000.818359375,2.818359375,0,,2.7041015625,2.1220703125,2.0234375,4.888671875
7500,ASH_COATED_OSMIUM,ask,10004,5,10000.818359375,3.181640625,0,,3.2958984375,3.8779296875,3.9765625,1.111328125
7600,ASH_COATED_OSMIUM,bid,9998,5,10000.7041015625,2.7041015625,0,,3.1357421875,1.98046875,2.986328125,4.931640625
7600,ASH_COATED_OSMIUM,ask,10004,5,10000.7041015625,3.2958984375,0,,2.8642578125,4.01953125,3.013671875,1.068359375
7700,ASH_COATED_OSMIUM,bid,9998,5,10001.1357421875,3.1357421875,0,,2.8564453125,1.9599609375,3.482421875,4.611328125
7700,ASH_COATED_OSMIUM,ask,10004,5,10001.1357421875,2.8642578125,0,,3.1435546875,4.0400390625,2.517578125,1.388671875
7800,ASH_COATED_OSMIUM,bid,9998,5,10000.8564453125,2.8564453125,0,,2.556640625,2.0634765625,3.7744140625,4.2373046875
7800,ASH_COATED_OSMIUM,ask,10004,5,10000.8564453125,3.1435546875,0,,3.443359375,3.9365234375,2.2255859375,1.7626953125
7900,ASH_COATED_OSMIUM,bid,9998,5,10000.556640625,2.556640625,0,,2.1220703125,2.1689453125,4.3671875,4.5986328125
7900,ASH_COATED_OSMIUM,ask,10004,5,10000.556640625,3.443359375,0,,3.8779296875,3.8310546875,1.6328125,1.4013671875
8000,ASH_COATED_OSMIUM,bid,9998,5,10000.1220703125,2.1220703125,0,,1.98046875,1.8447265625,4.224609375,4.712890625
8000,ASH_COATED_OSMIUM,ask,10004,5,10000.1220703125,3.8779296875,0,,4.01953125,4.1552734375,1.775390625,1.287109375
8100,ASH_COATED_OSMIUM,bid,9998,5,9999.98046875,1.98046875,0,,1.9599609375,1.5380859375,4.2001953125,5.15625
8100,ASH_COATED_OSMIUM,ask,10004,5,9999.98046875,4.01953125,0,,4.0400390625,4.4619140625,1.7998046875,0.84375
8200,ASH_COATED_OSMIUM,bid,9998,5,9999.9599609375,1.9599609375,0,,2.0634765625,1.4326171875,4.1298828125,5.7724609375
8200,ASH_COATED_OSMIUM,ask,10004,5,9999.9599609375,4.0400390625,0,,3.9365234375,4.5673828125,1.8701171875,0.2275390625
8300,ASH_COATED_OSMIUM,bid,9998,5,10000.0634765625,2.0634765625,0,,2.1689453125,1.453125,4.2861328125,5.4443359375
8300,ASH_COATED_OSMIUM,ask,10004,5,10000.0634765625,3.9365234375,0,,3.8310546875,4.546875,1.7138671875,0.5556640625
8400,ASH_COATED_OSMIUM,bid,9998,5,10000.1689453125,2.1689453125,0,,1.8447265625,1.873046875,4.2822265625,4.8193359375
8400,ASH_COATED_OSMIUM,ask,10004,5,10000.1689453125,3.8310546875,0,,4.1552734375,4.126953125,1.7177734375,1.1806640625
8500,ASH_COATED_OSMIUM,bid,9998,5,9999.8447265625,1.8447265625,0,,1.5380859375,2.33203125,4.2734375,5.1484375
8500,ASH_COATED_OSMIUM,ask,10004,5,9999.8447265625,4.1552734375,0,,4.4619140625,3.66796875,1.7265625,0.8515625
8600,ASH_COATED_OSMIUM,bid,9998,5,9999.5380859375,1.5380859375,0,,1.4326171875,2.28125,4.123046875,4.87109375
8600,ASH_COATED_OSMIUM,ask,10004,5,9999.5380859375,4.4619140625,0,,4.5673828125,3.71875,1.876953125,1.12890625
8700,ASH_COATED_OSMIUM,bid,9998,5,9999.4326171875,1.4326171875,0,,1.453125,2.4384765625,4.0361328125,5.18359375
8700,ASH_COATED_OSMIUM,ask,10004,5,9999.4326171875,4.5673828125,0,,4.546875,3.5615234375,1.9638671875,0.81640625
8800,ASH_COATED_OSMIUM,bid,9998,5,9999.453125,1.453125,0,,1.873046875,1.9775390625,4.4375,5.0283203125
8800,ASH_COATED_OSMIUM,ask,10004,5,9999.453125,4.546875,0,,4.126953125,4.0224609375,1.5625,0.9716796875
8900,ASH_COATED_OSMIUM,bid,9998,5,9999.873046875,1.873046875,0,,2.33203125,2.044921875,4.5546875,4.9267578125
8900,ASH_COATED_OSMIUM,ask,10004,5,9999.873046875,4.126953125,0,,3.66796875,3.955078125,1.4453125,1.0732421875
9000,ASH_COATED_OSMIUM,bid,9998,5,10000.33203125,2.33203125,0,,2.28125,2.0234375,4.5693359375,4.58984375
9000,ASH_COATED_OSMIUM,ask,10004,5,10000.33203125,3.66796875,0,,3.71875,3.9765625,1.4306640625,1.41015625
9100,ASH_COATED_OSMIUM,bid,9998,5,10000.28125,2.28125,0,,2.4384765625,2.986328125,4.521484375,4.5791015625
9100,ASH_COATED_OSMIUM,ask,10004,5,10000.28125,3.71875,0,,3.5615234375,3.013671875,1.478515625,1.4208984375
9200,ASH_COATED_OSMIUM,bid,9998,5,10000.4384765625,2.4384765625,0,,1.9775390625,3.482421875,4.177734375,3.986328125
9200,ASH_COATED_OSMIUM,ask,10004,5,10000.4384765625,3.5615234375,0,,4.0224609375,2.517578125,1.822265625,2.013671875
9300,ASH_COATED_OSMIUM,bid,9998,5,9999.9775390625,1.9775390625,0,,2.044921875,3.7744140625,4.0068359375,3.8984375
9300,ASH_COATED_OSMIUM,ask,10004,5,9999.9775390625,4.0224609375,0,,3.955078125,2.2255859375,1.9931640625,2.1015625
9400,ASH_COATED_OSMIUM,bid,9998,5,10000.044921875,2.044921875,0,,2.0234375,4.3671875,4.1953125,3.9833984375
9400,ASH_COATED_OSMIUM,ask,10004,5,10000.044921875,3.955078125,0,,3.9765625,1.6328125,1.8046875,2.0166015625
9500,ASH_COATED_OSMIUM,bid,9998,5,10000.0234375,2.0234375,0,,2.986328125,4.224609375,4.0400390625,4.0634765625
9500,ASH_COATED_OSMIUM,ask,10004,5,10000.0234375,3.9765625,0,,3.013671875,1.775390625,1.9599609375,1.9365234375
9600,ASH_COATED_OSMIUM,bid,9998,5,10000.986328125,2.986328125,0,,3.482421875,4.2001953125,4.009765625,4.03515625
9600,ASH_COATED_OSMIUM,ask,10004,5,10000.986328125,3.013671875,0,,2.517578125,1.7998046875,1.990234375,1.96484375
9700,ASH_COATED_OSMIUM,bid,9998,5,10001.482421875,3.482421875,0,,3.7744140625,4.1298828125,4.4375,4.19140625
9700,ASH_COATED_OSMIUM,ask,10004,5,10001.482421875,2.517578125,0,,2.2255859375,1.8701171875,1.5625,1.80859375
9800,ASH_COATED_OSMIUM,bid,9998,5,10001.7744140625,3.7744140625,0,,4.3671875,4.2861328125,3.791015625,4.0302734375
